rgn_id,rgn_name,area_km2
1.0,Vigo,291.76
2.0,Vilaboa,10.29
3.0,Baiona,154.56
4.0,Cangas,76.0
5.0,NigrÃ¡n,19.97
6.0,Pontevedra,0.19
7.0,Redondela,9.14
8.0,MoaÃ±a,15.15
9.0,Soutomaior,0.66
10.0,Gondomar,0.25
