",,,""Region"",""Year"",""rgn_id"",""Municipio"",""Value"""
,,,Ría de Vigo,2014,4,Cangas,0.667
,,,Ría de Vigo,2014,8,Moaña,0.667
,,,Ría de Vigo,2014,2,Vilaboa,0.667
,,,Ría de Vigo,2014,6,Pontevedra,0.667
,,,Ría de Vigo,2014,9,Soutomaior,0.667
,,,Ría de Vigo,2014,7,Redondela,0.667
,,,Ría de Vigo,2014,1,Vigo,0.667
,,,Ría de Vigo,2014,5,Nigrán,0.667
,,,Ría de Vigo,2014,10,Gondomar,0.667
,,,Ría de Vigo,2014,3,Baiona,0.667
