rgn_id,species_code,sust_coeff
9.0,810,0.444010417
9.0,811,0.444010417
9.0,1028,0.444010417
9.0,499,0.5
9.0,1029,0.811764706
9.0,1030,0.811764706
9.0,500,0.811764706
9.0,912,0.444010417
10.0,490,0.316666667
10.0,434,0.17
10.0,732,0.811764706
10.0,802,0.444010417
10.0,1044,0.366666667
10.0,435,0.444010417
10.0,706,0.733333333
10.0,910,0.733333333
10.0,990,0.733333333
10.0,886,0.366666667
10.0,491,0.533333333
10.0,436,0.9
10.0,803,0.9
10.0,749,0.811764706
10.0,118,0.43
10.0,804,0.43
10.0,249,0.83
10.0,805,0.83
10.0,991,0.83
10.0,250,0.43
10.0,492,0.43
10.0,992,0.43
10.0,993,0.43
10.0,1023,0.811764706
10.0,251,0.17
10.0,493,0.17
10.0,994,0.17
10.0,1024,0.17
10.0,494,0.811764706
10.0,495,0.444010417
10.0,119,0.866666667
10.0,806,0.866666667
10.0,995,0.866666667
10.0,587,0.444010417
10.0,733,0.841666667
10.0,807,0.841666667
10.0,996,0.841666667
10.0,496,0.5
10.0,1025,0.5
10.0,862,0.477777778
10.0,437,0.533333333
10.0,997,0.533333333
10.0,863,0.444010417
10.0,887,0.444010417
10.0,998,0.444010417
10.0,1026,0.444010417
10.0,252,0.561111111
10.0,497,0.561111111
10.0,750,0.533333333
10.0,120,0.83
10.0,808,0.83
10.0,999,0.83
10.0,498,0.366666667
10.0,1045,0.366666667
10.0,1046,0.811764706
10.0,121,0.444010417
10.0,734,0.833333333
10.0,809,0.833333333
10.0,122,0.791666667
10.0,1000,0.791666667
10.0,911,0.444010417
10.0,1001,0.444010417
10.0,1027,0.444010417
10.0,1047,0.444010417
10.0,810,0.444010417
10.0,811,0.444010417
10.0,1028,0.444010417
10.0,499,0.5
10.0,1029,0.811764706
10.0,1030,0.811764706
10.0,500,0.811764706
10.0,912,0.444010417
