",""Region"",""rgn_id"",""Municipio"",""Year"",""Value"",,,"
,Ría de Vigo,4,Cangas,2014,0.95,,,
,Ría de Vigo,8,Moaña,2014,0.79,,,
,Ría de Vigo,2,Vilaboa,2014,0.75,,,
,Ría de Vigo,6,Pontevedra,2014,,,,
,Ría de Vigo,9,Soutomaior,2014,0.71,,,
,Ría de Vigo,7,Redondela,2014,0.67,,,
,Ría de Vigo,1,Vigo,2014,0.97,,,
,Ría de Vigo,5,Nigrán,2014,0.83,,,
,Ría de Vigo,10,Gondomar,2014,0.75,,,
,Ría de Vigo,3,Baiona,2014,0.67,,,
,Total,,Ría de Vigo,2014,0.79,,,
