",,,""Region"",""rgn_id"",""Municipio"",""Year"",""Value"""
,,,Ría de Vigo,4,Cangas,2015,0.06
,,,Ría de Vigo,8,Moaña,2015,0.06
,,,Ría de Vigo,2,Vilaboa,2015,0.06
,,,Ría de Vigo,6,Pontevedra,2015,0.06
,,,Ría de Vigo,9,Soutomaior,2015,0.06
,,,Ría de Vigo,7,Redondela,2015,0.06
,,,Ría de Vigo,1,Vigo,2015,0.06
,,,Ría de Vigo,5,Nigrán,2015,0.06
,,,Ría de Vigo,10,Gondomar,2015,0.06
,,,Ría de Vigo,3,Baiona,2015,0.06
,,,Ría de Vigo,,Ría de Vigo,2015,0.06
